Trade #,Ticker,Name,Buy Date,Sell Date,Buy Price,Sell Price,Peak Price,Shares,Investment,Proceeds,Profit/Loss,Return %,Days Held,Exit Reason,Capital After Trade,RSI at Buy
1,ADANIENT.NS,Adani Enterprises,2023-01-19 00:00:00+05:30,2023-01-27 00:00:00+05:30,3421.8584609747327,3319.2027071454904,3451.2666015625,29,99233.89536826724,96061.38773334374,-3172.5076349235023,-3.1969999999999983,8,Stop Loss,96061.38773334374,21.173973442257562
2,ADANIPORTS.NS,Adani Ports,2023-01-30 00:00:00+05:30,2023-01-31 00:00:00+05:30,558.0431351269497,603.025146484375,603.025146484375,172,95983.41924183535,103520.62145087535,7537.202209039999,7.85260857403883,1,Take Profit,103520.62145087535,1.5656154208606665
3,ASIANPAINT.NS,Asian Paints,2023-02-01 00:00:00+05:30,2023-05-03 00:00:00+05:30,2627.731875668637,2846.2236328125,2846.2236328125,39,102481.54315107684,110789.23741485673,8307.694263779893,8.10652729099991,91,Take Profit,110789.23741485673,27.85718408920873
4,INFY.NS,Infosys,2023-05-04 00:00:00+05:30,2023-07-05 00:00:00+05:30,1182.3192150770417,1278.692626953125,1278.692626953125,93,109955.68700216488,118689.54020533182,8733.853203166946,7.943066376362132,62,Take Profit,118689.54020533182,22.232139306973536
5,EICHERMOT.NS,Eicher Motors,2023-07-06 00:00:00+05:30,2023-09-04 00:00:00+05:30,3098.036305898161,3353.039306640625,3353.039306640625,38,117725.37962413012,127170.35277906728,9444.973154937165,8.02288613134464,60,Take Profit,127170.35277906728,27.14304944742024
6,HINDUNILVR.NS,Hindustan Unilever,2023-09-05 00:00:00+05:30,2024-01-23 00:00:00+05:30,2415.9728773166703,2343.4936909971702,2591.116943359375,52,125630.58962046685,121614.17967030052,-4016.4099501663295,-3.197000000000003,140,Stop Loss,121614.17967030052,34.2333227726793
7,KOTAKBANK.NS,Kotak Mahindra Bank,2024-01-24 00:00:00+05:30,2024-02-12 00:00:00+05:30,1758.9419786213048,1706.1737192626656,1821.1519775390625,69,121366.99652487003,117486.89364596993,-3880.1028789000993,-3.197000000000003,19,Stop Loss,117486.89364596993,29.485111428879435
8,LT.NS,Larsen & Toubro,2024-02-13 00:00:00+05:30,2024-03-01 00:00:00+05:30,3228.376774384282,3571.847900390625,3571.847900390625,36,116221.56387783415,128341.7163257706,12120.152447936445,10.428488521008457,17,Take Profit,128341.7163257706,34.74880815121254
9,APOLLOHOSP.NS,Apollo Hospitals,2024-03-04 00:00:00+05:30,2024-04-09 00:00:00+05:30,5997.43667068288,6477.60205078125,6477.60205078125,21,125946.17008434047,135767.6672532555,9821.497168915026,7.798170569488547,36,Take Profit,135767.6672532555,21.25395875838734
10,HCLTECH.NS,HCL Technologies,2024-04-10 00:00:00+05:30,2024-04-16 00:00:00+05:30,1456.179425901118,1412.4940431240846,1456.179425901118,93,135424.68660880398,131095.15937792053,-4329.527230883454,-3.196999999999993,6,Stop Loss,131095.15937792053,29.633388936098783
11,HDFCLIFE.NS,HDFC Life Insurance,2024-04-18 00:00:00+05:30,2024-04-29 00:00:00+05:30,600.4427372675129,582.4294551494876,602.231689453125,218,130896.51672431781,126711.75508464138,-4184.761639676435,-3.1969999999999956,11,Stop Loss,126711.75508464138,33.53987925007944
12,KOTAKBANK.NS,Kotak Mahindra Bank,2024-04-30 00:00:00+05:30,2024-05-03 00:00:00+05:30,1616.362750328901,1567.871867819034,1616.362750328901,78,126076.29452565427,122045.63538966911,-4030.659135985159,-3.1969999999999934,3,Stop Loss,122045.63538966911,30.924487907001435
13,LT.NS,Larsen & Toubro,2024-05-06 00:00:00+05:30,2024-05-09 00:00:00+05:30,3382.712861699477,3281.2314758484927,3427.6865234375,36,121777.66302118117,117884.431134394,-3893.2318867871654,-3.1970000000000027,3,Stop Loss,117884.431134394,31.141411328487266
14,RELIANCE.NS,Reliance Industries,2024-05-10 00:00:00+05:30,2024-06-03 00:00:00+05:30,1377.8766636438304,1499.228515625,1499.228515625,85,117119.51640972559,127189.86988788715,10070.35347816156,8.598356436968107,24,Take Profit,127189.86988788715,33.62063703679907
15,SBILIFE.NS,SBI Life Insurance,2024-06-04 00:00:00+05:30,2024-06-06 00:00:00+05:30,1305.2157900896923,1440.1090087890625,1440.1090087890625,97,126605.93163870015,139424.2773470478,12818.345708347668,10.1246012271588,2,Take Profit,139424.2773470478,33.27400996789227
16,SBIN.NS,State Bank of India,2024-06-24 00:00:00+05:30,2024-07-18 00:00:00+05:30,804.8881970373593,875.9610595703125,875.9610595703125,173,139245.65808746315,151250.47638427094,12004.818296807789,8.62132325107567,24,Take Profit,151250.47638427094,34.61944182490659
17,TATASTEEL.NS,Tata Steel,2024-07-19 00:00:00+05:30,2024-08-05 00:00:00+05:30,153.61754320301944,149.00901690692885,161.56227111816406,984,151159.66251177114,146327.0881012698,-4832.574410501344,-3.197000000000014,17,Stop Loss,146327.0881012698,15.387922829427907
18,WIPRO.NS,Wipro,2024-08-06 00:00:00+05:30,2024-08-21 00:00:00+05:30,233.95776138199156,253.0695953369141,253.0695953369141,625,146223.60086374474,157864.104987622,11640.504123877268,7.960756030570069,15,Take Profit,157864.104987622,27.58616706380849
19,ADANIPORTS.NS,Adani Ports,2024-08-22 00:00:00+05:30,2024-09-06 00:00:00+05:30,1483.1841258876736,1438.6886021110433,1487.26416015625,106,157217.51734409342,152191.27331460273,-5026.244029490685,-3.1970000000000116,15,Stop Loss,152191.27331460273,34.62687349536439
20,COALINDIA.NS,Coal India,2024-09-09 00:00:00+05:30,2024-10-25 00:00:00+05:30,441.7804595452666,428.52704575890857,476.9436340332031,344,151972.4780835717,147113.91795923992,-4858.560124331794,-3.1970000000000045,46,Stop Loss,147113.91795923992,24.180051443755048
21,HINDUNILVR.NS,Hindustan Unilever,2024-10-28 00:00:00+05:30,2024-11-14 00:00:00+05:30,2475.080962900005,2400.8285340130046,2509.308349609375,59,146029.7768111003,141361.2048464494,-4668.57196465091,-3.1970000000000227,17,Stop Loss,141361.2048464494,23.1906276293835
22,IOC.NS,Indian Oil Corporation,2024-11-18 00:00:00+05:30,2024-12-13 00:00:00+05:30,130.50660866710763,141.18557739257812,141.18557739257812,1083,141338.65718647756,152609.73767865947,11271.080492181907,7.974520712554398,25,Take Profit,152609.73767865947,27.777798696838175
23,SBILIFE.NS,SBI Life Insurance,2024-12-16 00:00:00+05:30,2025-01-17 00:00:00+05:30,1412.96073891498,1537.5736083984375,1537.5736083984375,108,152599.75980281786,165739.2919975214,13139.532194703526,8.610454047687757,32,Take Profit,165739.2919975214,32.22641193272237
24,SUNPHARMA.NS,Sun Pharmaceutical,2025-01-20 00:00:00+05:30,2025-01-28 00:00:00+05:30,1751.9398347174554,1699.3816396759316,1816.6356201171875,94,164682.3444634408,159417.4499109446,-5264.894552496204,-3.1970000000000014,8,Stop Loss,159417.4499109446,27.715680317597105
25,ASIANPAINT.NS,Asian Paints,2025-01-29 00:00:00+05:30,2025-03-04 00:00:00+05:30,2191.82779169271,2126.0729579419285,2332.826904296875,72,157811.60100187513,152766.36411784517,-5045.2368840299605,-3.197000000000008,34,Stop Loss,152766.36411784517,28.015212497441837
26,BAJAJ-AUTO.NS,Bajaj Auto,2025-03-05 00:00:00+05:30,2025-03-20 00:00:00+05:30,7120.537658058217,7724.2373046875,7724.2373046875,21,149531.29081922254,161897.24312421985,12365.952304997307,8.269809106340999,15,Take Profit,161897.24312421985,15.907205500499927
27,INDUSINDBK.NS,IndusInd Bank,2025-03-21 00:00:00+05:30,2025-03-25 00:00:00+05:30,672.2999877929688,652.1309881591797,672.2999877929688,240,161351.9970703125,156193.57372397458,-5158.4233463379205,-3.1970000000000187,4,Stop Loss,156193.57372397458,13.399336364362455
28,INFY.NS,Infosys,2025-03-26 00:00:00+05:30,2025-04-01 00:00:00+05:30,1572.8696037624018,1525.6835156495297,1581.301025390625,99,155714.09077247776,150735.91129048166,-4978.179481996107,-3.1969999999999956,6,Stop Loss,150735.91129048166,31.43943432779264
29,HINDALCO.NS,Hindalco Industries,2025-04-02 00:00:00+05:30,2025-04-04 00:00:00+05:30,647.9979182553545,628.5579807076939,647.9979182553545,232,150335.51703524226,145529.29055562557,-4806.2264796166855,-3.1969999999999934,2,Stop Loss,145529.29055562557,34.105656868175075
30,INFY.NS,Infosys,2025-04-07 00:00:00+05:30,2025-04-08 00:00:00+05:30,1288.8655111580174,1408.9755859375,1408.9755859375,112,144352.93724969795,157503.1074221253,13150.170172427344,9.109735086083163,1,Take Profit,157503.1074221253,24.47173560279866
31,JSWSTEEL.NS,JSW Steel,2025-04-09 00:00:00+05:30,2025-04-21 00:00:00+05:30,935.5307621063096,1031.2230224609375,1031.2230224609375,168,157169.16803386,172915.0531376302,15745.885103770182,10.018431286967136,12,Take Profit,172915.0531376302,28.751184890279177
32,TATASTEEL.NS,Tata Steel,2025-04-22 00:00:00+05:30,2025-05-12 00:00:00+05:30,134.56193578295367,148.1744842529297,148.1744842529297,1285,172912.08748109546,190040.89596526854,17128.80848417309,9.906079287861115,20,Take Profit,190040.89596526854,31.239146137959963
33,EICHERMOT.NS,Eicher Motors,2025-05-13 00:00:00+05:30,2025-08-14 00:00:00+05:30,5323.47300378659,5764.0,5764.0,35,186321.55513253066,201351.93844486747,15030.38331233681,8.066905249715035,93,Take Profit,201351.93844486747,31.750012983576383
34,ICICIBANK.NS,ICICI Bank,2025-08-18 00:00:00+05:30,2025-09-24 00:00:00+05:30,1431.0,1388.07,1446.0,140,200340.0,193935.13019999999,-6404.869800000015,-3.1970000000000076,37,Stop Loss,193935.13019999999,20.30257486145949
35,TITAN.NS,Titan Company,2025-09-25 00:00:00+05:30,2025-10-01 00:00:00+05:30,3370.0,3408.300048828125,3408.300048828125,57,192090.0,193886.7396804199,1796.7396804199088,0.9353634652610281,6,End of Period,193886.7396804199,6.833219298136029
