Ticker,Name,Best Holding Period (days),Initial Investment,Final Investment,Total Profit/Loss,Return %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Avg Profit per Trade,Data Points,Test Period
ADANIENT.NS,Adani Enterprises,3,100000,100319.39204274454,319.39204274454096,0.31939204274454097,1,1,0,100.0,319.39204274454096,927,2022-01-03 to 2025-10-01
HCLTECH.NS,HCL Technologies,23,100000,100167.39759457133,167.39759457133187,0.16739759457133188,1,1,0,100.0,167.39759457133187,927,2022-01-03 to 2025-10-01
GRASIM.NS,Grasim Industries,25,100000,100121.17249141932,121.17249141931825,0.12117249141931825,1,1,0,100.0,121.17249141931825,926,2022-01-03 to 2025-10-01
BAJAJFINSV.NS,Bajaj Finserv,15,100000,100120.14213720342,120.14213720342377,0.12014213720342376,1,1,0,100.0,120.14213720342377,925,2022-01-03 to 2025-10-01
MandM.NS,MandM.NS,13,100000,100109.61940983206,109.61940983205568,0.10961940983205568,1,1,0,100.0,109.61940983205568,927,2022-01-03 to 2025-10-01
INDUSINDBK.NS,IndusInd Bank,1,100000,100107.3095281952,107.30952819519734,0.10730952819519735,1,1,0,100.0,107.30952819519734,927,2022-01-03 to 2025-10-01
SBIN.NS,State Bank of India,18,100000,100104.08941365057,104.08941365056671,0.10408941365056672,1,1,0,100.0,104.08941365056671,927,2022-01-03 to 2025-10-01
ADANIPORTS.NS,Adani Ports,5,100000,100102.82517565918,102.82517565917806,0.10282517565917805,1,1,0,100.0,102.82517565917806,926,2022-01-03 to 2025-10-01
ICICIBANK.NS,ICICI Bank,30,100000,100058.85954579934,58.85954579933605,0.05885954579933605,1,1,0,100.0,58.85954579933605,927,2022-01-03 to 2025-10-01
NTPC.NS,NTPC,30,100000,100031.93250517282,31.932505172822857,0.03193250517282285,1,1,0,100.0,31.932505172822857,927,2022-01-03 to 2025-10-01
POWERGRID.NS,Power Grid Corporation,14,100000,100014.82725250261,14.827252502611373,0.014827252502611372,1,1,0,100.0,14.827252502611373,925,2022-01-03 to 2025-10-01
ONGC.NS,Oil and Natural Gas Corporation,8,100000,100013.04584531157,13.045845311571611,0.013045845311571611,1,1,0,100.0,13.045845311571611,926,2022-01-03 to 2025-10-01
KOTAKBANK.NS,Kotak Mahindra Bank,1,100000,100007.1627968411,7.162796841104864,0.0071627968411048645,1,1,0,100.0,7.162796841104864,927,2022-01-03 to 2025-10-01
COALINDIA.NS,Coal India,7,100000,100005.84320542643,5.843205426426721,0.005843205426426721,1,1,0,100.0,5.843205426426721,926,2022-01-03 to 2025-10-01
INFY.NS,Infosys,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
HDFCBANK.NS,HDFC Bank,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ULTRACEMCO.NS,UltraTech Cement,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
APOLLOHOSP.NS,Apollo Hospitals,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
JSWSTEEL.NS,JSW Steel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
TATAMOTORS.NS,Tata Motors,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DIVISLAB.NS,Divi's Laboratories,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
BRITANNIA.NS,Britannia Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
CIPLA.NS,Cipla,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
SBILIFE.NS,SBI Life Insurance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
HINDUNILVR.NS,Hindustan Unilever,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
AXISBANK.NS,Axis Bank,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
SUNPHARMA.NS,Sun Pharmaceutical,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BHARTIARTL.NS,Bharti Airtel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DRREDDY.NS,Dr. Reddy's Laboratories,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
LT.NS,Larsen & Toubro,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BAJAJ-AUTO.NS,Bajaj Auto,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
MARUTI.NS,Maruti Suzuki,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ITC.NS,ITC Limited,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
WIPRO.NS,Wipro,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DABUR.NS,Dabur India,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
HINDALCO.NS,Hindalco Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
BAJFINANCE.NS,Bajaj Finance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
EICHERMOT.NS,Eicher Motors,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
HDFCLIFE.NS,HDFC Life Insurance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
TITAN.NS,Titan Company,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TATASTEEL.NS,Tata Steel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
RELIANCE.NS,Reliance Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
IOC.NS,Indian Oil Corporation,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
NESTLEIND.NS,Nestle India,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TCS.NS,Tata Consultancy Services,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BPCL.NS,Bharat Petroleum,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TECHM.NS,Tech Mahindra,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ASIANPAINT.NS,Asian Paints,2,100000,99967.12298229476,-32.87701770523563,-0.032877017705235635,1,0,1,0.0,-32.87701770523563,927,2022-01-03 to 2025-10-01
